route_id,driver_id,stop_id,planned_sequence,actual_sequence,lat,lng,service_time_min,planned_distance,actual_distance,planned_duration,actual_duration
RO_OSLO_002,DRV_103,STP_RO_OSLO_002_14,14,14,59.920542,10.700573,5.1,58.15,59.74,341.7,352.6
RO_OSLO_002,DRV_103,STP_RO_OSLO_002_15,15,15,59.911421,10.699344,3.4,58.15,59.74,341.7,352.6
RO_OSLO_002,DRV_103,STP_RO_OSLO_002_16,16,16,59.883473,10.695289,7.6,58.15,59.74,341.7,352.6
RO_OSLO_003,DRV_104,STP_RO_OSLO_003_01,1,1,59.883057,10.685946,5.8,43.26,49.62,314.7,396.7
RO_OSLO_003,DRV_104,STP_RO_OSLO_003_02,2,2,59.886763,10.66393,4.8,43.26,49.62,314.7,396.7
RO_OSLO_003,DRV_104,STP_RO_OSLO_003_03,3,3,59.865731,10.707267,5.4,43.26,49.62,314.7,396.7
RO_OSLO_003,DRV_104,STP_RO_OSLO_003_04,4,14,59.910207,10.683009,7.1,43.26,49.62,314.7,396.7
RO_OSLO_003,DRV_104,STP_RO_OSLO_003_05,5,5,59.899102,10.668122,5.5,43.26,49.62,314.7,396.7
RO_OSLO_003,DRV_104,STP_RO_OSLO_003_06,6,6,59.89295,10.710581,4.6,43.26,49.62,314.7,396.7
RO_OSLO_003,DRV_104,STP_RO_OSLO_003_07,7,7,59.864416,10.701748,7.0,43.26,49.62,314.7,396.7
RO_OSLO_003,DRV_104,STP_RO_OSLO_003_08,8,8,59.872121,10.66485,7.7,43.26,49.62,314.7,396.7
RO_OSLO_003,DRV_104,STP_RO_OSLO_003_09,9,9,59.875056,10.690144,7.2,43.26,49.62,314.7,396.7
RO_OSLO_003,DRV_104,STP_RO_OSLO_003_10,10,10,59.891743,10.703192,4.0,43.26,49.62,314.7,396.7
RO_OSLO_003,DRV_104,STP_RO_OSLO_003_11,11,11,59.883688,10.700826,4.1,43.26,49.62,314.7,396.7
RO_OSLO_003,DRV_104,STP_RO_OSLO_003_12,12,12,59.861699,10.718009,5.6,43.26,49.62,314.7,396.7
RO_OSLO_003,DRV_104,STP_RO_OSLO_003_13,13,13,59.866851,10.718854,7.8,43.26,49.62,314.7,396.7
RO_OSLO_003,DRV_104,STP_RO_OSLO_003_14,14,15,59.884699,10.712037,3.9,43.26,49.62,314.7,396.7
RO_OSLO_003,DRV_104,STP_RO_OSLO_003_15,15,4,59.867934,10.701101,7.2,43.26,49.62,314.7,396.7
RO_OSLO_003,DRV_104,STP_RO_OSLO_003_16,16,16,59.902581,10.68335,7.4,43.26,49.62,314.7,396.7
RO_OSLO_003,DRV_104,STP_RO_OSLO_003_17,17,17,59.902257,10.715217,6.9,43.26,49.62,314.7,396.7
RO_OSLO_003,DRV_104,STP_RO_OSLO_003_18,18,18,59.891341,10.69392,4.9,43.26,49.62,314.7,396.7
RO_OSLO_003,DRV_104,STP_RO_OSLO_003_19,19,19,59.907609,10.717499,4.4,43.26,49.62,314.7,396.7
RO_OSLO_003,DRV_104,STP_RO_OSLO_003_20,20,20,59.869523,10.688216,5.2,43.26,49.62,314.7,396.7
RO_OSLO_003,DRV_104,STP_RO_OSLO_003_21,21,21,59.910869,10.669635,3.1,43.26,49.62,314.7,396.7
RO_OSLO_003,DRV_104,STP_RO_OSLO_003_22,22,22,59.880835,10.669808,4.8,43.26,49.62,314.7,396.7
RO_OSLO_003,DRV_104,STP_RO_OSLO_003_23,23,23,59.895852,10.702335,4.5,43.26,49.62,314.7,396.7
RO_OSLO_003,DRV_104,STP_RO_OSLO_003_24,24,24,59.883754,10.689608,6.2,43.26,49.62,314.7,396.7
RO_OSLO_004,DRV_105,STP_RO_OSLO_004_01,1,1,59.890627,10.82804,5.9,40.72,44.1,268.2,283.9
RO_OSLO_004,DRV_105,STP_RO_OSLO_004_02,2,2,59.872489,10.809596,6.6,40.72,44.1,268.2,283.9
RO_OSLO_004,DRV_105,STP_RO_OSLO_004_03,3,3,59.859785,10.799341,6.2,40.72,44.1,268.2,283.9
RO_OSLO_004,DRV_105,STP_RO_OSLO_004_04,4,4,59.853565,10.854309,7.8,40.72,44.1,268.2,283.9
RO_OSLO_004,DRV_105,STP_RO_OSLO_004_05,5,5,59.89783,10.820091,3.1,40.72,44.1,268.2,283.9
RO_OSLO_004,DRV_105,STP_RO_OSLO_004_06,6,6,59.898637,10.823573,7.8,40.72,44.1,268.2,283.9
RO_OSLO_004,DRV_105,STP_RO_OSLO_004_07,7,7,59.900756,10.849062,4.5,40.72,44.1,268.2,283.9
RO_OSLO_004,DRV_105,STP_RO_OSLO_004_08,8,8,59.866044,10.84895,4.6,40.72,44.1,268.2,283.9
RO_OSLO_004,DRV_105,STP_RO_OSLO_004_09,9,9,59.853108,10.83129,7.7,40.72,44.1,268.2,283.9
RO_OSLO_004,DRV_105,STP_RO_OSLO_004_10,10,10,59.8847,10.832085,3.5,40.72,44.1,268.2,283.9
RO_OSLO_004,DRV_105,STP_RO_OSLO_004_11,11,11,59.879839,10.857285,3.7,40.72,44.1,268.2,283.9
RO_OSLO_004,DRV_105,STP_RO_OSLO_004_12,12,12,59.874038,10.850524,6.7,40.72,44.1,268.2,283.9
RO_OSLO_004,DRV_105,STP_RO_OSLO_004_13,13,13,59.884759,10.840031,4.8,40.72,44.1,268.2,283.9
RO_OSLO_004,DRV_105,STP_RO_OSLO_004_14,14,14,59.860554,10.846443,7.1,40.72,44.1,268.2,283.9
RO_OSLO_004,DRV_105,STP_RO_OSLO_004_15,15,15,59.894963,10.852676,5.6,40.72,44.1,268.2,283.9
RO_OSLO_004,DRV_105,STP_RO_OSLO_004_16,16,16,59.873029,10.845779,6.2,40.72,44.1,268.2,283.9
RO_OSLO_004,DRV_105,STP_RO_OSLO_004_17,17,17,59.885056,10.845629,7.5,40.72,44.1,268.2,283.9
RO_OSLO_005,DRV_106,STP_RO_OSLO_005_01,1,1,59.817621,10.793729,7.2,42.54,45.08,281.4,291.4
RO_OSLO_005,DRV_106,STP_RO_OSLO_005_02,2,2,59.859943,10.749833,3.2,42.54,45.08,281.4,291.4
RO_OSLO_005,DRV_106,STP_RO_OSLO_005_03,3,3,59.826515,10.767043,4.6,42.54,45.08,281.4,291.4
RO_OSLO_005,DRV_106,STP_RO_OSLO_005_04,4,4,59.857991,10.751111,7.8,42.54,45.08,281.4,291.4
RO_OSLO_005,DRV_106,STP_RO_OSLO_005_05,5,5,59.835755,10.78534,4.0,42.54,45.08,281.4,291.4
RO_OSLO_005,DRV_106,STP_RO_OSLO_005_06,6,6,59.833,10.776789,3.7,42.54,45.08,281.4,291.4
RO_OSLO_005,DRV_106,STP_RO_OSLO_005_07,7,7,59.816283,10.792991,6.6,42.54,45.08,281.4,291.4
RO_OSLO_005,DRV_106,STP_RO_OSLO_005_08,8,8,59.810783,10.758748,5.2,42.54,45.08,281.4,291.4
RO_OSLO_005,DRV_106,STP_RO_OSLO_005_09,9,9,59.852961,10.74987,3.9,42.54,45.08,281.4,291.4
RO_OSLO_005,DRV_106,STP_RO_OSLO_005_10,10,10,59.813171,10.760517,6.4,42.54,45.08,281.4,291.4
RO_OSLO_005,DRV_106,STP_RO_OSLO_005_11,11,11,59.81181,10.789731,5.2,42.54,45.08,281.4,291.4
RO_OSLO_005,DRV_106,STP_RO_OSLO_005_12,12,12,59.822706,10.740451,3.9,42.54,45.08,281.4,291.4
RO_OSLO_005,DRV_106,STP_RO_OSLO_005_13,13,13,59.864396,10.773115,5.6,42.54,45.08,281.4,291.4
RO_OSLO_005,DRV_106,STP_RO_OSLO_005_14,14,14,59.847745,10.760959,6.7,42.54,45.08,281.4,291.4
RO_OSLO_005,DRV_106,STP_RO_OSLO_005_15,15,15,59.811182,10.768781,3.8,42.54,45.08,281.4,291.4
RO_OSLO_005,DRV_106,STP_RO_OSLO_005_16,16,16,59.815529,10.755331,3.5,42.54,45.08,281.4,291.4
RO_OSLO_005,DRV_106,STP_RO_OSLO_005_17,17,17,59.813968,10.753503,7.9,42.54,45.08,281.4,291.4
RO_OSLO_005,DRV_106,STP_RO_OSLO_005_18,18,18,59.818838,10.735848,6.8,42.54,45.08,281.4,291.4
RO_OSLO_006,DRV_107,STP_RO_OSLO_006_01,1,1,59.937327,10.724233,4.0,42.35,49.3,270.6,345.6
RO_OSLO_006,DRV_107,STP_RO_OSLO_006_02,2,2,59.883817,10.675959,3.1,42.35,49.3,270.6,345.6
RO_OSLO_006,DRV_107,STP_RO_OSLO_006_03,3,3,59.885322,10.710893,3.4,42.35,49.3,270.6,345.6
RO_OSLO_006,DRV_107,STP_RO_OSLO_006_04,4,4,59.898794,10.720605,3.1,42.35,49.3,270.6,345.6
RO_OSLO_006,DRV_107,STP_RO_OSLO_006_05,5,5,59.928524,10.686824,3.6,42.35,49.3,270.6,345.6
RO_OSLO_006,DRV_107,STP_RO_OSLO_006_06,6,6,59.92146,10.707649,7.4,42.35,49.3,270.6,345.6
RO_OSLO_006,DRV_107,STP_RO_OSLO_006_07,7,7,59.92376,10.718121,4.4,42.35,49.3,270.6,345.6
RO_OSLO_006,DRV_107,STP_RO_OSLO_006_08,8,8,59.890302,10.714949,7.0,42.35,49.3,270.6,345.6
RO_OSLO_006,DRV_107,STP_RO_OSLO_006_09,9,14,59.939086,10.694669,4.9,42.35,49.3,270.6,345.6
RO_OSLO_006,DRV_107,STP_RO_OSLO_006_10,10,10,59.92624,10.690361,7.7,42.35,49.3,270.6,345.6
RO_OSLO_006,DRV_107,STP_RO_OSLO_006_11,11,11,59.93116,10.695652,6.8,42.35,49.3,270.6,345.6
RO_OSLO_006,DRV_107,STP_RO_OSLO_006_12,12,12,59.924928,10.6761,7.5,42.35,49.3,270.6,345.6
RO_OSLO_006,DRV_107,STP_RO_OSLO_006_13,13,9,59.909971,10.7195,4.6,42.35,49.3,270.6,345.6
RO_OSLO_006,DRV_107,STP_RO_OSLO_006_14,14,13,59.933387,10.693264,3.1,42.35,49.3,270.6,345.6
RO_OSLO_006,DRV_107,STP_RO_OSLO_006_15,15,15,59.933978,10.675389,4.6,42.35,49.3,270.6,345.6
RO_OSLO_006,DRV_107,STP_RO_OSLO_006_16,16,16,59.936659,10.726949,5.9,42.35,49.3,270.6,345.6
RO_OSLO_007,DRV_101,STP_RO_OSLO_007_01,1,1,59.873997,10.70375,3.6,49.1,51.3,351.0,360.8
RO_OSLO_007,DRV_101,STP_RO_OSLO_007_02,2,2,59.873081,10.715328,8.0,49.1,51.3,351.0,360.8
RO_OSLO_007,DRV_101,STP_RO_OSLO_007_03,3,3,59.820578,10.701095,5.7,49.1,51.3,351.0,360.8
RO_OSLO_007,DRV_101,STP_RO_OSLO_007_04,4,4,59.859575,10.714992,6.4,49.1,51.3,351.0,360.8
RO_OSLO_007,DRV_101,STP_RO_OSLO_007_05,5,5,59.867443,10.708885,7.2,49.1,51.3,351.0,360.8
RO_OSLO_007,DRV_101,STP_RO_OSLO_007_06,6,6,59.842791,10.670227,5.0,49.1,51.3,351.0,360.8
RO_OSLO_007,DRV_101,STP_RO_OSLO_007_07,7,7,59.870739,10.665669,5.6,49.1,51.3,351.0,360.8
RO_OSLO_007,DRV_101,STP_RO_OSLO_007_08,8,8,59.831219,10.691751,7.3,49.1,51.3,351.0,360.8
RO_OSLO_007,DRV_101,STP_RO_OSLO_007_09,9,9,59.870047,10.671074,7.5,49.1,51.3,351.0,360.8
RO_OSLO_007,DRV_101,STP_RO_OSLO_007_10,10,10,59.852739,10.677886,6.5,49.1,51.3,351.0,360.8
RO_OSLO_007,DRV_101,STP_RO_OSLO_007_11,11,11,59.846126,10.679552,6.5,49.1,51.3,351.0,360.8
RO_OSLO_007,DRV_101,STP_RO_OSLO_007_12,12,12,59.832149,10.676688,5.2,49.1,51.3,351.0,360.8
RO_OSLO_007,DRV_101,STP_RO_OSLO_007_13,13,13,59.832446,10.681185,5.9,49.1,51.3,351.0,360.8
RO_OSLO_007,DRV_101,STP_RO_OSLO_007_14,14,14,59.861684,10.702904,7.1,49.1,51.3,351.0,360.8
RO_OSLO_007,DRV_101,STP_RO_OSLO_007_15,15,15,59.861878,10.697735,4.2,49.1,51.3,351.0,360.8
RO_OSLO_007,DRV_101,STP_RO_OSLO_007_16,16,16,59.841239,10.685536,3.4,49.1,51.3,351.0,360.8
RO_OSLO_007,DRV_101,STP_RO_OSLO_007_17,17,17,59.848928,10.683053,7.0,49.1,51.3,351.0,360.8
RO_OSLO_007,DRV_101,STP_RO_OSLO_007_18,18,18,59.8759,10.690233,4.6,49.1,51.3,351.0,360.8
RO_OSLO_007,DRV_101,STP_RO_OSLO_007_19,19,19,59.81983,10.712351,7.6,49.1,51.3,351.0,360.8
RO_OSLO_007,DRV_101,STP_RO_OSLO_007_20,20,20,59.832405,10.698597,3.4,49.1,51.3,351.0,360.8
RO_OSLO_007,DRV_101,STP_RO_OSLO_007_21,21,21,59.827198,10.669881,4.5,49.1,51.3,351.0,360.8
RO_OSLO_007,DRV_101,STP_RO_OSLO_007_22,22,22,59.876975,10.698688,4.9,49.1,51.3,351.0,360.8
RO_OSLO_007,DRV_101,STP_RO_OSLO_007_23,23,23,59.861452,10.711788,7.8,49.1,51.3,351.0,360.8
RO_OSLO_007,DRV_101,STP_RO_OSLO_007_24,24,24,59.820697,10.680544,3.5,49.1,51.3,351.0,360.8
RO_OSLO_007,DRV_101,STP_RO_OSLO_007_25,25,25,59.837365,10.667053,6.2,49.1,51.3,351.0,360.8
RO_OSLO_007,DRV_101,STP_RO_OSLO_007_26,26,26,59.840522,10.670636,4.3,49.1,51.3,351.0,360.8
RO_OSLO_008,DRV_102,STP_RO_OSLO_008_01,1,1,60.008631,10.841078,3.8,52.93,55.13,318.2,328.9
RO_OSLO_008,DRV_102,STP_RO_OSLO_008_02,2,2,60.014459,10.849346,7.7,52.93,55.13,318.2,328.9
RO_OSLO_008,DRV_102,STP_RO_OSLO_008_03,3,3,60.003346,10.836799,5.1,52.93,55.13,318.2,328.9
RO_OSLO_008,DRV_102,STP_RO_OSLO_008_04,4,4,60.015767,10.851958,3.2,52.93,55.13,318.2,328.9
RO_OSLO_008,DRV_102,STP_RO_OSLO_008_05,5,5,59.961385,10.822582,7.1,52.93,55.13,318.2,328.9
RO_OSLO_008,DRV_102,STP_RO_OSLO_008_06,6,6,60.01904,10.809019,6.0,52.93,55.13,318.2,328.9
RO_OSLO_008,DRV_102,STP_RO_OSLO_008_07,7,7,59.982657,10.858189,7.2,52.93,55.13,318.2,328.9
RO_OSLO_008,DRV_102,STP_RO_OSLO_008_08,8,8,60.010103,10.828115,5.1,52.93,55.13,318.2,328.9
RO_OSLO_008,DRV_102,STP_RO_OSLO_008_09,9,9,59.976208,10.803376,7.3,52.93,55.13,318.2,328.9
RO_OSLO_008,DRV_102,STP_RO_OSLO_008_10,10,10,60.008577,10.859977,8.0,52.93,55.13,318.2,328.9
RO_OSLO_008,DRV_102,STP_RO_OSLO_008_11,11,11,59.993129,10.846133,7.7,52.93,55.13,318.2,328.9
RO_OSLO_008,DRV_102,STP_RO_OSLO_008_12,12,12,60.010782,10.814835,5.3,52.93,55.13,318.2,328.9
RO_OSLO_008,DRV_102,STP_RO_OSLO_008_13,13,13,59.967553,10.857237,6.0,52.93,55.13,318.2,328.9
RO_OSLO_008,DRV_102,STP_RO_OSLO_008_14,14,14,59.973522,10.840296,6.1,52.93,55.13,318.2,328.9
RO_OSLO_008,DRV_102,STP_RO_OSLO_008_15,15,15,59.981293,10.806807,6.4,52.93,55.13,318.2,328.9
RO_OSLO_008,DRV_102,STP_RO_OSLO_008_16,16,16,59.991022,10.846333,5.6,52.93,55.13,318.2,328.9
RO_OSLO_009,DRV_103,STP_RO_OSLO_009_01,1,1,59.969301,10.81757,5.7,28.54,34.99,243.4,311.0
RO_OSLO_009,DRV_103,STP_RO_OSLO_009_02,2,2,59.962129,10.832162,5.0,28.54,34.99,243.4,311.0
RO_OSLO_009,DRV_103,STP_RO_OSLO_009_03,3,11,59.976382,10.80788,6.5,28.54,34.99,243.4,311.0
RO_OSLO_009,DRV_103,STP_RO_OSLO_009_04,4,4,59.959221,10.849535,5.6,28.54,34.99,243.4,311.0
RO_OSLO_009,DRV_103,STP_RO_OSLO_009_05,5,5,59.992908,10.833192,4.1,28.54,34.99,243.4,311.0
RO_OSLO_009,DRV_103,STP_RO_OSLO_009_06,6,6,59.983829,10.817781,4.7,28.54,34.99,243.4,311.0
RO_OSLO_009,DRV_103,STP_RO_OSLO_009_07,7,7,59.93643,10.829999,5.7,28.54,34.99,243.4,311.0
RO_OSLO_009,DRV_103,STP_RO_OSLO_009_08,8,8,59.955881,10.850729,3.6,28.54,34.99,243.4,311.0
RO_OSLO_009,DRV_103,STP_RO_OSLO_009_09,9,13,59.954328,10.816371,3.5,28.54,34.99,243.4,311.0
RO_OSLO_009,DRV_103,STP_RO_OSLO_009_10,10,10,59.96339,10.838343,5.6,28.54,34.99,243.4,311.0
RO_OSLO_009,DRV_103,STP_RO_OSLO_009_11,11,3,59.94394,10.819713,3.0,28.54,34.99,243.4,311.0
RO_OSLO_009,DRV_103,STP_RO_OSLO_009_12,12,12,59.98662,10.802147,6.0,28.54,34.99,243.4,311.0
RO_OSLO_009,DRV_103,STP_RO_OSLO_009_13,13,9,59.993697,10.829271,7.6,28.54,34.99,243.4,311.0
RO_OSLO_009,DRV_103,STP_RO_OSLO_009_14,14,14,59.948689,10.842673,5.7,28.54,34.99,243.4,311.0
RO_OSLO_009,DRV_103,STP_RO_OSLO_009_15,15,15,59.977753,10.800816,3.7,28.54,34.99,243.4,311.0
RO_OSLO_009,DRV_103,STP_RO_OSLO_009_16,16,16,59.942509,10.838306,7.2,28.54,34.99,243.4,311.0
RO_OSLO_009,DRV_103,STP_RO_OSLO_009_17,17,17,59.979499,10.798904,7.3,28.54,34.99,243.4,311.0
RO_OSLO_009,DRV_103,STP_RO_OSLO_009_18,18,18,59.955771,10.820906,3.5,28.54,34.99,243.4,311.0
RO_OSLO_009,DRV_103,STP_RO_OSLO_009_19,19,19,59.978766,10.808013,5.8,28.54,34.99,243.4,311.0
RO_OSLO_009,DRV_103,STP_RO_OSLO_009_20,20,20,59.984964,10.802428,5.7,28.54,34.99,243.4,311.0
RO_OSLO_009,DRV_103,STP_RO_OSLO_009_21,21,21,59.948515,10.817651,5.4,28.54,34.99,243.4,311.0
RO_OSLO_009,DRV_103,STP_RO_OSLO_009_22,22,22,59.955828,10.836005,5.4,28.54,34.99,243.4,311.0
RO_OSLO_009,DRV_103,STP_RO_OSLO_009_23,23,23,59.969574,10.841285,5.8,28.54,34.99,243.4,311.0
RO_OSLO_010,DRV_104,STP_RO_OSLO_010_01,1,1,59.907212,10.683979,7.9,36.35,37.53,258.6,274.3
RO_OSLO_010,DRV_104,STP_RO_OSLO_010_02,2,2,59.909312,10.676846,3.5,36.35,37.53,258.6,274.3
RO_OSLO_010,DRV_104,STP_RO_OSLO_010_03,3,3,59.882137,10.67737,3.8,36.35,37.53,258.6,274.3
RO_OSLO_010,DRV_104,STP_RO_OSLO_010_04,4,4,59.88416,10.679719,3.9,36.35,37.53,258.6,274.3
RO_OSLO_010,DRV_104,STP_RO_OSLO_010_05,5,5,59.926771,10.667427,5.6,36.35,37.53,258.6,274.3
RO_OSLO_010,DRV_104,STP_RO_OSLO_010_06,6,6,59.897589,10.721556,3.6,36.35,37.53,258.6,274.3
RO_OSLO_010,DRV_104,STP_RO_OSLO_010_07,7,7,59.896837,10.720781,7.3,36.35,37.53,258.6,274.3
RO_OSLO_010,DRV_104,STP_RO_OSLO_010_08,8,8,59.92199,10.678087,3.9,36.35,37.53,258.6,274.3
RO_OSLO_010,DRV_104,STP_RO_OSLO_010_09,9,9,59.913084,10.718375,5.8,36.35,37.53,258.6,274.3
RO_OSLO_010,DRV_104,STP_RO_OSLO_010_10,10,10,59.907262,10.679412,6.8,36.35,37.53,258.6,274.3
RO_OSLO_010,DRV_104,STP_RO_OSLO_010_11,11,11,59.884188,10.682034,5.1,36.35,37.53,258.6,274.3
RO_OSLO_010,DRV_104,STP_RO_OSLO_010_12,12,12,59.903422,10.677157,3.6,36.35,37.53,258.6,274.3
RO_OSLO_010,DRV_104,STP_RO_OSLO_010_13,13,13,59.909603,10.679931,5.9,36.35,37.53,258.6,274.3
RO_OSLO_010,DRV_104,STP_RO_OSLO_010_14,14,14,59.882227,10.691481,5.7,36.35,37.53,258.6,274.3
RO_OSLO_010,DRV_104,STP_RO_OSLO_010_15,15,15,59.876075,10.682809,3.7,36.35,37.53,258.6,274.3
RO_OSLO_010,DRV_104,STP_RO_OSLO_010_16,16,16,59.876768,10.72201,4.6,36.35,37.53,258.6,274.3
RO_OSLO_010,DRV_104,STP_RO_OSLO_010_17,17,17,59.921558,10.677891,6.4,36.35,37.53,258.6,274.3
RO_OSLO_010,DRV_104,STP_RO_OSLO_010_18,18,18,59.918579,10.698351,5.4,36.35,37.53,258.6,274.3
RO_OSLO_010,DRV_104,STP_RO_OSLO_010_19,19,19,59.897676,10.683545,7.6,36.35,37.53,258.6,274.3
RO_OSLO_011,DRV_105,STP_RO_OSLO_011_01,1,1,59.94601,10.76315,6.6,62.32,66.53,405.4,416.7
RO_OSLO_011,DRV_105,STP_RO_OSLO_011_02,2,2,59.926142,10.754454,7.1,62.32,66.53,405.4,416.7
RO_OSLO_011,DRV_105,STP_RO_OSLO_011_03,3,3,59.968286,10.755535,7.1,62.32,66.53,405.4,416.7
RO_OSLO_011,DRV_105,STP_RO_OSLO_011_04,4,4,59.93444,10.721704,6.2,62.32,66.53,405.4,416.7
RO_OSLO_011,DRV_105,STP_RO_OSLO_011_05,5,5,59.977728,10.726535,5.9,62.32,66.53,405.4,416.7
RO_OSLO_011,DRV_105,STP_RO_OSLO_011_06,6,6,59.964235,10.73468,6.6,62.32,66.53,405.4,416.7
RO_OSLO_011,DRV_105,STP_RO_OSLO_011_07,7,7,59.977236,10.745009,5.7,62.32,66.53,405.4,416.7
RO_OSLO_011,DRV_105,STP_RO_OSLO_011_08,8,8,59.949581,10.742212,4.8,62.32,66.53,405.4,416.7
RO_OSLO_011,DRV_105,STP_RO_OSLO_011_09,9,9,59.946745,10.739474,3.3,62.32,66.53,405.4,416.7
RO_OSLO_011,DRV_105,STP_RO_OSLO_011_10,10,10,59.936997,10.740134,5.2,62.32,66.53,405.4,416.7
RO_OSLO_011,DRV_105,STP_RO_OSLO_011_11,11,11,59.943225,10.751396,6.5,62.32,66.53,405.4,416.7
RO_OSLO_011,DRV_105,STP_RO_OSLO_011_12,12,12,59.93326,10.760281,5.5,62.32,66.53,405.4,416.7
RO_OSLO_011,DRV_105,STP_RO_OSLO_011_13,13,13,59.967744,10.741952,8.0,62.32,66.53,405.4,416.7
RO_OSLO_011,DRV_105,STP_RO_OSLO_011_14,14,14,59.9684,10.749982,6.9,62.32,66.53,405.4,416.7
RO_OSLO_011,DRV_105,STP_RO_OSLO_011_15,15,15,59.931844,10.719836,6.6,62.32,66.53,405.4,416.7
RO_OSLO_011,DRV_105,STP_RO_OSLO_011_16,16,16,59.952895,10.752841,3.5,62.32,66.53,405.4,416.7
RO_OSLO_011,DRV_105,STP_RO_OSLO_011_17,17,17,59.955445,10.730292,5.3,62.32,66.53,405.4,416.7
RO_OSLO_011,DRV_105,STP_RO_OSLO_011_18,18,18,59.959493,10.7377,5.7,62.32,66.53,405.4,416.7
RO_OSLO_011,DRV_105,STP_RO_OSLO_011_19,19,19,59.952437,10.7321,6.9,62.32,66.53,405.4,416.7
RO_OSLO_011,DRV_105,STP_RO_OSLO_011_20,20,20,59.923988,10.743469,5.8,62.32,66.53,405.4,416.7
